Staff_Id,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlySalary,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Quarter1_KPI_Score,Quarter2_KPI_Score,Quarter3_KPI_Score,Quarter4_KPI_Score
SN00950,21.0,Travel_Rarely,984.0,Research & Development,1,1,Technical Degree,1131,4,Female,2,1,Research Scientist,2,Single,2070,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2,72,55,88,82
SN00951,36.0,Travel_Rarely,1403.0,Research & Development,6,3,Life Sciences,373,4,Male,3,1,Laboratory Technician,4,Married,3210,0,Y,No,11,3,3,80,1,16,4,3,15,13,10,11,69,50,81,77
SN00952,43.0,Travel_Rarely,930.0,Research & Development,6,3,Medical,1402,1,Female,2,2,Research Scientist,3,Single,4081,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8,52,46,68,68
SN00953,49.0,Non-Travel,1002.0,Research & Development,18,4,Life Sciences,275,4,Male,3,2,Manufacturing Director,4,Divorced,6804,1,Y,Yes,15,3,1,80,2,7,0,3,7,7,1,7,45,30,56,55
SN00954,27.0,Non-Travel,691.0,Research & Development,9,3,Medical,218,4,Male,3,1,Research Scientist,2,Divorced,2024,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2,45,29,59,58
SN00955,,Travel_Rarely,583.0,Research & Development,25,4,Medical,1014,3,Female,3,3,Healthcare Representative,3,Divorced,10388,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1,58,45,70,68
SN00956,56.0,Travel_Frequently,,Sales,6,3,Life Sciences,532,3,Female,4,4,Sales Executive,1,Married,13212,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7,49,26,55,53
SN00957,30.0,Travel_Rarely,231.0,Sales,8,2,Other,982,3,Male,3,3,Sales Executive,3,Divorced,7264,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7,57,30,64,60
SN00958,42.0,Travel_Rarely,1059.0,Research & Development,9,2,Other,1595,4,Male,2,5,Manager,4,Single,19613,8,Y,No,22,4,4,80,0,24,2,3,1,0,0,1,57,33,65,62
SN00959,23.0,Travel_Rarely,310.0,Research & Development,10,1,Medical,784,1,Male,4,1,Research Scientist,3,Single,3505,1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2,68,46,67,71
SN00961,24.0,Travel_Rarely,1476.0,Sales,4,1,Medical,1445,4,Female,3,2,Sales Executive,3,Married,4162,1,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3,55,46,67,67
SN00962,29.0,Travel_Rarely,598.0,Research & Development,9,3,Life Sciences,1558,3,Male,4,1,Research Scientist,3,Married,2451,6,Y,No,18,3,1,80,2,5,2,2,1,0,0,0,53,33,65,65
SN00965,43.0,Travel_Rarely,415.0,Sales,25,3,Medical,1076,3,Male,2,3,Sales Executive,4,Divorced,10798,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0,70,45,83,73
SN00966,,Travel_Rarely,1017.0,Research & Development,6,4,Life Sciences,691,2,Male,1,2,Research Scientist,4,Single,6646,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8,53,44,67,67
SN00967,34.0,Travel_Rarely,704.0,Sales,28,3,Marketing,2035,4,Female,2,2,Sales Executive,3,Married,6712,1,Y,No,21,4,4,80,2,8,2,3,8,7,1,7,61,37,64,62
SN00969,51.0,Travel_Rarely,632.0,Sales,21,4,Marketing,120,3,Male,3,2,Sales Executive,4,Single,5441,0,Y,Yes,22,4,4,80,0,11,2,1,10,7,1,0,65,34,58,64
SN00970,33.0,Travel_Rarely,217.0,Sales,10,4,Marketing,1924,2,Male,3,2,Sales Executive,3,Single,5487,1,Y,No,14,3,2,80,0,10,2,2,10,4,0,9,61,38,59,64
SN00971,59.0,Travel_Rarely,326.0,Sales,0,3,Life Sciences,1254,3,Female,2,2,Sales Executive,4,Single,5171,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5,63,37,58,65
SN00972,45.0,Travel_Rarely,954.0,Sales,2,2,Technical Degree,783,2,Male,1,2,Sales Representative,3,Single,6632,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1,65,43,68,71
SN00975,32.0,Non-Travel,976.0,Sales,26,4,Marketing,333,3,Male,3,2,Sales Executive,4,Married,4465,0,Y,No,18,3,1,80,0,4,2,3,3,2,2,2,59,31,61,65
SN00976,34.0,Travel_Rarely,1346.0,Research & Development,19,2,Medical,18,2,Male,3,1,Laboratory Technician,4,Divorced,2661,0,Y,No,11,3,3,80,1,3,2,3,2,2,1,2,65,41,60,65
SN00977,43.0,Travel_Frequently,185.0,Research & Development,10,4,Life Sciences,430,3,Female,3,1,Laboratory Technician,4,Single,2455,0,Y,No,19,3,1,80,0,9,5,3,8,7,1,7,64,45,80,80
SN00978,32.0,Travel_Rarely,859.0,Research & Development,4,3,Life Sciences,830,3,Female,2,2,Manufacturing Director,3,Married,6162,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8,64,44,67,68
SN00979,40.0,Travel_Rarely,759.0,Sales,2,2,Marketing,516,4,Female,3,2,Sales Executive,2,Divorced,5715,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3,68,45,77,73
SN00981,41.0,Travel_Rarely,465.0,Research & Development,14,3,Life Sciences,227,1,Male,3,1,Research Scientist,3,Divorced,2451,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8,52,39,65,60
SN00982,,Travel_Rarely,982.0,Research & Development,1,4,Medical,1172,4,Male,2,1,Laboratory Technician,3,Married,2258,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7,51,30,62,65
SN00983,24.0,Non-Travel,673.0,Research & Development,11,2,Other,26,1,Female,4,2,Manufacturing Director,3,Divorced,4011,0,Y,No,18,3,4,80,1,5,5,2,4,2,1,3,63,46,74,76
SN00984,53.0,Travel_Rarely,868.0,Sales,8,3,Marketing,897,1,Male,3,4,Sales Executive,4,Married,11836,5,Y,No,14,3,3,80,1,28,3,3,2,0,2,2,67,44,68,62
SN00985,47.0,Travel_Rarely,1176.0,Human Resources,26,4,Life Sciences,1625,4,Female,3,5,Manager,3,Married,19658,3,Y,No,11,3,3,80,1,27,2,3,5,2,1,0,55,41,64,63
SN00987,34.0,Non-Travel,1375.0,Sales,10,3,Life Sciences,1774,4,Male,3,2,Sales Executive,3,Divorced,4001,1,Y,Yes,14,3,3,80,1,15,3,3,15,14,0,7,55,44,68,62
SN00989,32.0,Travel_Rarely,801.0,Sales,1,4,Marketing,2016,3,Female,3,3,Sales Executive,4,Married,10422,1,Y,No,19,3,3,80,2,14,3,3,14,10,5,7,54,46,67,69
SN00990,41.0,Travel_Rarely,263.0,Research & Development,6,3,Medical,957,4,Male,3,1,Laboratory Technician,1,Single,4721,2,Y,Yes,13,3,3,80,0,20,3,3,18,13,2,17,61,44,74,70
SN00991,40.0,Non-Travel,458.0,Research & Development,16,2,Life Sciences,1340,3,Male,3,1,Research Scientist,3,Divorced,3544,9,Y,No,16,3,2,80,1,6,0,3,4,2,0,0,50,30,56,52
SN00992,51.0,Travel_Rarely,313.0,Research & Development,0,3,Medical,258,4,Female,3,4,Healthcare Representative,2,Single,13734,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,73,54,84,83
SN00994,52.0,Travel_Rarely,1053.0,Research & Development,1,2,Life Sciences,976,4,Male,3,4,Manager,4,Married,17099,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8,51,32,62,62
SN00995,54.0,Travel_Rarely,397.0,Human Resources,19,4,Medical,698,3,Male,3,3,Human Resources,2,Married,10725,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,49,26,56,57
SN00996,23.0,Travel_Rarely,507.0,Research & Development,20,1,Life Sciences,1533,1,Male,3,2,Laboratory Technician,3,Single,2272,0,Y,No,14,3,2,80,0,5,2,3,4,3,1,2,63,39,58,64
SN00997,24.0,Travel_Rarely,691.0,Research & Development,23,3,Medical,639,2,Male,4,1,Research Scientist,4,Married,2725,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4,54,45,67,68
SN00998,20.0,Travel_Rarely,805.0,Research & Development,0,3,Life Sciences,1198,1,Male,2,1,Laboratory Technician,3,Single,3033,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2,53,33,62,64
SN00999,38.0,Travel_Rarely,1035.0,Sales,0,4,Life Sciences,1036,2,Male,3,2,Sales Executive,4,Single,6861,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0,52,27,57,54
SN01000,29.0,Travel_Rarely,665.0,Research & Development,15,3,Life Sciences,346,3,Male,3,1,Research Scientist,4,Single,2340,1,Y,No,19,3,1,80,0,6,1,3,6,5,1,5,48,30,57,58
SN01002,,Travel_Rarely,1172.0,Sales,0,3,Medical,1875,2,Female,3,1,Sales Representative,2,Married,2856,1,Y,No,19,3,4,80,1,1,3,3,1,0,0,0,56,48,67,66
SN01003,41.0,Non-Travel,509.0,Research & Development,2,4,Other,616,1,Female,2,2,Healthcare Representative,3,Single,6811,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,61,47,66,63
SN01004,54.0,Travel_Rarely,584.0,Research & Development,22,5,Medical,1665,2,Female,3,4,Manager,3,Married,17426,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7,76,53,84,81
SN01005,,Travel_Rarely,1315.0,Research & Development,22,3,Life Sciences,381,2,Female,4,3,Manager,2,Divorced,11996,7,Y,No,18,3,2,80,1,10,6,2,7,7,6,2,71,50,85,81
SN01006,55.0,Travel_Rarely,282.0,Research & Development,2,2,Medical,1336,4,Female,1,5,Manager,3,Married,19187,4,Y,No,14,3,4,80,1,23,5,3,19,9,9,11,60,49,83,80
SN01007,,Travel_Frequently,146.0,Research & Development,2,4,Medical,1704,1,Male,2,1,Research Scientist,4,Single,4930,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4,51,40,64,59
SN01009,45.0,Non-Travel,1050.0,Sales,9,4,Life Sciences,1117,2,Female,2,2,Sales Executive,3,Married,5593,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,55,41,61,59
SN01010,39.0,Non-Travel,105.0,Research & Development,9,3,Life Sciences,2022,4,Male,3,5,Manager,4,Single,19431,2,Y,No,13,3,3,80,0,21,3,2,6,0,1,3,65,44,72,63
SN01011,29.0,Travel_Rarely,144.0,Sales,10,1,Marketing,463,4,Female,2,2,Sales Executive,2,Divorced,8268,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7,65,40,64,61
SN01012,,Travel_Frequently,921.0,Research & Development,1,1,Medical,1068,1,Female,2,1,Research Scientist,3,Divorced,2007,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3,60,47,77,72
SN01014,43.0,Travel_Frequently,957.0,Research & Development,28,3,Medical,171,2,Female,4,1,Research Scientist,3,Single,4739,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2,59,30,65,63
SN01016,,Travel_Rarely,670.0,Research & Development,10,4,Medical,1587,1,Female,3,2,Healthcare Representative,3,Single,6142,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4,69,49,78,82
SN01018,51.0,Travel_Rarely,432.0,Research & Development,9,4,Life Sciences,116,4,Male,3,1,Laboratory Technician,4,Married,2075,3,Y,No,23,4,2,80,2,10,4,3,4,2,0,3,66,50,78,81
SN01019,43.0,Travel_Frequently,559.0,Research & Development,10,4,Life Sciences,448,3,Female,2,2,Laboratory Technician,3,Divorced,5257,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0,68,45,72,64
SN01020,23.0,Travel_Rarely,160.0,Research & Development,4,1,Medical,1735,3,Female,3,1,Laboratory Technician,2,Single,3295,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2,62,46,67,62
SN01021,41.0,Travel_Rarely,1276.0,Sales,2,5,Life Sciences,625,2,Female,3,4,Manager,1,Married,16595,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8,50,38,64,59
SN01022,33.0,Non-Travel,750.0,Sales,22,2,Marketing,160,3,Male,3,2,Sales Executive,2,Married,6146,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7,57,41,62,64
SN01023,49.0,Travel_Rarely,1495.0,Research & Development,0,4,Technical Degree,1473,1,Male,3,2,Healthcare Representative,3,Married,6651,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,40,24,57,53
SN01024,33.0,Travel_Rarely,589.0,Research & Development,28,4,Life Sciences,1549,2,Male,3,2,Laboratory Technician,3,Married,5207,1,Y,Yes,12,3,2,80,1,15,3,3,15,14,5,7,66,46,73,67
SN01025,,Travel_Rarely,750.0,Research & Development,28,3,Life Sciences,1596,2,Male,4,2,Laboratory Technician,3,Married,3407,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8,68,44,65,68
SN01026,41.0,Travel_Rarely,447.0,Research & Development,0,3,Life Sciences,1814,2,Male,4,2,Healthcare Representative,2,Single,6870,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2,56,43,74,66
SN01028,29.0,Travel_Rarely,1378.0,Research & Development,13,2,Other,2053,4,Male,2,2,Laboratory Technician,2,Married,4025,4,Y,Yes,13,3,1,80,1,10,2,3,4,3,0,3,62,32,63,64
SN01029,50.0,Travel_Rarely,264.0,Sales,9,3,Marketing,1591,3,Male,3,5,Manager,3,Married,19331,4,Y,Yes,16,3,3,80,1,27,2,3,1,0,0,0,59,41,58,60
